Treatment,RR,CI_lower,CI_upper,pre_lower,pre_upper,WEIGHT,tau2,Reference
CERTO,0.725705029,0.300616209,1.751894187,0.29677377,1.774576606,2.223963978,0,USK
DEUCRAVA,0.631420994,0.065483704,6.088422769,0.063353017,6.293188405,0.864894818,0,USK
ETA,0.826207939,0.50701176,1.346358435,0.503410739,1.355989267,4.013824867,0,USK
FUM,0.860755479,0.305096841,2.428409263,0.300512618,2.465453863,1.889737245,0,USK
GUSEL,0.932290973,0.588589562,1.476693632,0.584651426,1.486640449,4.261649018,0,USK
IFX,1.225322431,0.552043827,2.719738881,0.545656126,2.751577393,2.458198529,0,USK
IXE,0.939330973,0.576251272,1.531176971,0.572155878,1.542136873,4.011263546,0,USK
MTX,0.082724631,0.009370675,0.730295815,0.009077459,0.753885464,0.899936152,0,USK
NETA,0.817805047,0.033276499,20.09842156,0.031757085,21.06002759,0.612160905,0,USK
PBO,1.038336746,0.738543477,1.459823599,0.734879779,1.467101461,5.752938481,0,USK
RISAN,0.752437175,0.473820766,1.194885793,0.470632853,1.20297956,4.237944272,0,USK
SECU,1.099594242,0.748820074,1.614683606,0.74463241,1.623764265,5.101539015,0,USK
SONELO,1.280412128,0.250686468,6.539863251,0.244789725,6.697402111,1.201912571,0,USK
TILDRA,0.824511001,0.355524433,1.912156599,0.351185728,1.935780232,2.330014423,0,USK
ADA,1.234421156,0.515180087,2.957792097,0.508650566,2.995761123,2.24297119,0,TILDRA
APRE,1.243619993,0.467587219,3.307598291,0.460958214,3.355164609,2.003688712,0,TILDRA
BIME,0.650846931,0.223644517,1.89408501,0.220184384,1.923850005,1.83483375,0,TILDRA
BRODA,1.298138127,0.510409657,3.301588391,0.503502143,3.346882675,2.099686573,0,TILDRA
CERTO,0.880164156,0.286069937,2.708040383,0.281415272,2.752831914,1.743970665,0,TILDRA
DEUCRAVA,0.765812698,0.071371007,8.217189456,0.068941128,8.506810157,0.825942728,0,TILDRA
ETA,1.002058116,0.458738182,2.188874846,0.453536032,2.213981682,2.508537852,0,TILDRA
FUM,1.043958757,0.298018971,3.656981575,0.292615181,3.724515867,1.563474533,0,TILDRA
GUSEL,1.130719872,0.479271138,2.667649538,0.473303792,2.701282879,2.283468692,0,TILDRA
IFX,1.486120173,0.51507412,4.287835643,0.507168797,4.354670832,1.849731441,0,TILDRA
IXE,1.139258266,0.486302859,2.668932277,0.480297331,2.702303997,2.302358149,0,TILDRA
MTX,0.100331749,0.010171114,0.989710641,0.009836901,1.02333646,0.856295138,0,TILDRA
NETA,0.991866751,0.03738623,26.31449184,0.03563934,27.60431761,0.597873344,0,TILDRA
PBO,1.259336437,0.576000335,2.753346076,0.569460933,2.78496411,2.505650555,0,TILDRA
RISAN,0.912585974,0.374416184,2.224297976,0.369578623,2.253412694,2.199987065,0,TILDRA
SECU,1.333631985,0.577811046,3.078124388,0.57079947,3.115935395,2.343336001,0,TILDRA
SONELO,1.552935167,0.26184408,9.210090352,0.255127834,9.452546162,1.101029041,0,TILDRA
USK,1.212840095,0.522969719,2.812746209,0.516587567,2.847496126,2.330014423,0,TILDRA
ADA,0.794895487,0.153222369,4.123802797,0.149584179,4.224102046,1.190533763,0,SONELO
APRE,0.800819003,0.144716653,4.431494663,0.141147399,4.543555751,1.145624515,0,SONELO
BIME,0.4191076,0.072254813,2.430996258,0.070424335,2.494183038,1.114948489,0,SONELO
BRODA,0.835925514,0.15583514,4.484042986,0.152060712,4.595345212,1.166846653,0,SONELO
CERTO,0.566774567,0.094091551,3.414051605,0.091657328,3.504721506,1.091500374,0,SONELO
DEUCRAVA,0.493138873,0.031419885,7.739873968,0.030182158,8.057275046,0.711860134,0,SONELO
ETA,0.645267193,0.124189128,3.35270694,0.121237595,3.434328696,1.189422256,0,SONELO
FUM,0.672248771,0.102941051,4.39006989,0.100159717,4.511977713,1.044513343,0,SONELO
GUSEL,0.728117887,0.141729823,3.740607623,0.138384271,3.831039843,1.197648423,0,SONELO
IFX,0.956975027,0.165309941,5.539904009,0.161126677,5.683734195,1.116201625,0,SONELO
IXE,0.733616117,0.141281194,3.809371876,0.137924702,3.902075547,1.189873663,0,SONELO
MTX,0.064607816,0.004424438,0.943435033,0.004254625,0.981090047,0.731018113,0,SONELO
NETA,0.638704546,0.018105071,22.53200154,0.017187462,23.73494713,0.550059654,0,SONELO
PBO,0.81093948,0.163650392,4.018461741,0.159871575,4.113444427,1.224647126,0,SONELO
RISAN,0.587652333,0.112331916,3.074239966,0.109651272,3.149395879,1.184520864,0,SONELO
SECU,0.858781496,0.170442459,4.327006661,0.166466332,4.43035927,1.212033693,0,SONELO
TILDRA,0.643941886,0.108576568,3.819066679,0.105791602,3.919603685,1.101029041,0,SONELO
USK,0.780998538,0.152908396,3.989046593,0.149311626,4.085138794,1.201912571,0,SONELO
