Treatment,Reference,TE,CI_lower,CI_upper,pre_lower,pre_upper,WEIGHT,tau2,direct,direct_lower,direct_upper,indirect,indirect_lower,indirect_upper
IXE,GUSEL,1.2524958714,1.1587834986,1.3537868892,1.1575978053,1.3551735332,25.2033269065,0,0.7733007733,0.7045201688,0.8487962622,0.8592795239000001,0.7460769486000001,0.9896583744
MTX,GUSEL,0.2880338374,0.0579846591,1.4307834664,0.0567739505,1.4612950277,1.2227840955,0,,,,3.4718143152,0.6989383632,17.2454328932
NETA,GUSEL,0.186275454,0.08421425090000001,0.4120269951,0.08333874790000001,0.4163554843,2.4689418588,0,,,,5.3683938411,2.4270608464,11.8743015761
PBO,GUSEL,0.041501332,0.035058645400000005,0.0491279835,0.034980872100000004,0.0492372103,11.6180313871,0,27.7649338757,16.2120448681,47.5505440178,23.7260621779,19.864106241,28.338855
RISAN,GUSEL,1.19258625,1.0804903064,1.3163116366,1.0790871982,1.3180232015,19.8562764958,0,,,,0.8385137763,0.7596998963,0.9255040792
SECU,GUSEL,1.0894543983,1.0240559841,1.1590292957,1.0232217798,1.1599742201,31.6609963709,0,0.9083881721,0.8430736765,0.9787627040000001,0.9392259025,0.8406528218,1.0493574436
SONELO,GUSEL,1.0544713304,0.8351057266,1.3314598992,0.8325455757,1.3355542555,8.4034883055,0,,,,0.9483425212000001,0.7510585083,1.1974480385
TILDRA,GUSEL,0.7701697964,0.5994658582,0.9894833995000001,0.5974917314,0.9927526761000001,7.8221035624,0,,,,1.298414979,1.0106330282,1.6681440352
USK,GUSEL,0.7841516346,0.7266058587,0.8462549244,0.7258771833000001,0.8471044415000001,25.7156325367,0,,,,1.2752635535,1.1816786783,1.3762600281
ADA,SECU,0.660428527,0.6078210658000001,0.7175892114,0.6071572394,0.718373777,23.6120770975,0,,,,1.5141683908,1.393557079,1.6452185206
APRE,SECU,0.292723451,0.1706855595,0.5020168022,0.1694778426,0.5055942265,3.6336314717000002,0,,,,3.416193669,1.9919849444,5.8586683686
BIME,SECU,1.1525809205,1.081970006,1.2278000045,1.0810699182,1.2288222583,31.0027259483,0,0.8690587139,0.8078722048,0.9348793581,0.8633139545,0.7608073655,0.9796316621000001
BRODA,SECU,0.9177839547000001,0.8268139625,1.0187628967,0.8256786106,1.0201637498,18.777129055,0,,,,1.0895810445,0.9815845485,1.209459597
CERTO,SECU,0.5055985917,0.3763026682,0.6793200195,0.3748424312,0.6819663801,6.6362107682,0,,,,1.9778536105,1.4720682425,2.6574208937
CICLO,SECU,0.2669618271,0.0497215546,1.4333545616,0.048633564000000004,1.4654204057,1.1662035556,0,,,,3.7458538950999998,0.697685632,20.111380772
DEUCRAVA,SECU,0.5327968013000001,0.07542520080000001,3.7636284468000003,0.0735088254,3.8617462609,1.0025582279,0,,,,1.8768881449,0.2657105871,13.2576919381
ETA,SECU,0.4056127359,0.3622128544,0.4542127358,0.3616736497,0.4548899033,17.3195645584,0,2.3212378474,1.8479687675,2.9157122345,2.5144384595,2.2071397747,2.8645221472999998
FUM,SECU,0.1658436646,0.0750430745,0.36651111750000004,0.0742637757,0.3703571604,2.4716788178,0,,,,6.0297751031,2.7284699529000003,13.3254858666
GUSEL,SECU,0.9178906447,0.8627909611000001,0.9765091123,0.8620881246000001,0.9773052331000001,31.6609963709,0,1.1008509695,1.0216981051,1.1861359545,1.0647065815,0.9529641268000001,1.189551708
IFX,SECU,1.9085682982,0.7872314835,4.6271433818,0.7781072062000001,4.6814024084,2.2132229900000002,0,,,,0.5239529552000001,0.2161195776,1.2702537286
IXE,SECU,1.1496542428,1.0550888606,1.2526953202,1.0538973207,1.2541116218,22.8341762481,0,,,,0.8698267381,0.7982799657,0.9477859734
MTX,SECU,0.2643835647,0.0532408964,1.3128755146,0.05212946,1.340866937,1.2230323591,0,,,,3.7823833758000003,0.7617092687,18.7820006784
NETA,SECU,0.1709804966,0.0773502887,0.3779472666,0.0765468067,0.3819144322,2.4709873782000003,0,,,,5.848620282,2.645910326,12.9280115304
PBO,SECU,0.0380936843,0.0322805611,0.044953642,0.032210273500000004,0.0450517375,11.8369440376,0,22.731223065400002,15.6046337346,33.1125043264,27.1751761034,22.5988346323,32.678242408
RISAN,SECU,1.0946637618,1.0004647371,1.1977321209,0.9992803398000001,1.1991517332,21.7819840768,0,0.8897226588,0.7706079760000001,1.0272491777,0.9291988926,0.8279323751000001,1.0428515758
SONELO,SECU,0.9678893692,0.7729503603000001,1.2119922303,0.7706652971,1.2155858511,8.7148696131,0,1.0382491971,0.8287676860000001,1.3006798086,0.3061470389,0.0087844672,10.6695155027
TILDRA,SECU,0.7069316509,0.5510343600000001,0.9069350214,0.5492301014000001,0.9099143652,7.867163116,0,,,,1.4145639097,1.1026198729,1.8147605569
USK,SECU,0.7197654494,0.6800272143,0.7618258376,0.6795189967,0.7623956131,34.511553204,0,1.3979261997,1.3046805711,1.497836101,1.3715336385999999,1.241140867,1.5156253185000002
ADA,RISAN,0.6033163333,0.5471957403000001,0.6651926746,0.5464928887,0.6660481877000001,20.0747525234,0,1.5289774825,1.3325892594,1.7543081078,1.7993944668,1.5663828079000002,2.0670684272
APRE,RISAN,0.2674094651,0.15513405190000001,0.4609421409,0.15402605930000002,0.4642579465,3.5996891043,0,,,,3.7395834129,2.1694913882,6.4459735484
BIME,RISAN,1.0529086288,0.9485902700000001,1.168699085,0.9472882918000001,1.1703053761,18.7856820328,0,,,,0.9497500283,0.8556538891000001,1.0541939069
BRODA,RISAN,0.8384163126,0.737610014,0.9529994169,0.7363672108,0.9546078409000001,15.3006035862,0,,,,1.192724885,1.0493210553,1.355726776
CERTO,RISAN,0.46187570040000003,0.3403494529,0.6267944926,0.3389842219,0.6293188557,6.4194329963,0,,,,2.1650846736,1.5954282022,2.9381401417
CICLO,RISAN,0.24387564150000002,0.0453582762,1.3112343226,0.0443649445,1.3405928744,1.1652338631,0,,,,4.1004505161,0.7626637677,22.0460118152
DEUCRAVA,RISAN,0.4867218774,0.0688198141,3.4422962222,0.0670702041,3.5320928158,1.0019419436,0,,,,2.0545614372,0.29051420380000004,14.530176644299999
ETA,RISAN,0.3705363693,0.32289886,0.4252018759,0.3223144399,0.4259728513,14.2428967791,0,,,,2.6987904099,2.3518300021,3.0969371384
FUM,RISAN,0.1515019227,0.0683509204,0.3358086831,0.0676384819,0.33934576790000004,2.4624870056,0,,,,6.6005762974,2.9779296245999998,14.6301669109
GUSEL,RISAN,0.8385137763,0.7596985183,0.9255057579,0.7587119854000001,0.9267091683,19.8562764958,0,,,,1.19258625,1.0804922662,1.3163092491000001
IFX,RISAN,1.7435201244,0.7171365598,4.2388892082,0.7087984974,4.2887540471,2.206225521,0,,,,0.5735523129,0.2359147115,1.3944117922
IXE,RISAN,1.0502350429,0.9360955919,1.1782916775,0.93467889,1.1800776256,17.0358241196,0,,,,0.9521678093,0.8486880907000001,1.0682647099
MTX,RISAN,0.2415203407,0.0485654736,1.2011017435,0.0475507213,1.2267337568,1.2219140271,0,,,,4.1404380148,0.8325934755000001,20.5901528871
NETA,RISAN,0.1561945344,0.07045244120000001,0.34628654670000003,0.0697178951,0.3499350136,2.4618032494,0,,,,6.4022726794,2.8878240846,14.1937646687
PBO,RISAN,0.0347994386,0.0290895156,0.041630151000000004,0.0290209646,0.0417284863,10.9360698495,0,22.5135174718,12.895868839,39.3039410748,29.556784278,24.4599082491,35.7157307361
SECU,RISAN,0.9135225216,0.8349112314,0.9995354788,0.8339228242000001,1.0007201785,21.7819840768,0,1.1239457488,0.9734736437,1.2976766802,1.0761958585,0.9589092285,1.207828115
SONELO,RISAN,0.8841887372,0.6939992587,1.1264993632,0.6917900612,1.1300967834,8.0924972057,0,,,,1.1309802511,0.8877097344,1.4409173166
TILDRA,RISAN,0.6457979843,0.4974913194,0.8383162083,0.49578554140000003,0.8412004824,7.5122084192,0,,,,1.5484718507,1.1928730285,2.0100756872
USK,RISAN,0.6575219483,0.598748104,0.7220651048000001,0.5980105074000001,0.7229557125,20.9318601999,0,1.6536334732,1.4240461301,1.9202353110000001,1.440827809,1.2777374883000001,1.6247349664000001
ADA,BIME,0.5729997047000001,0.5223753624,0.6285301436,0.5217396678,0.6292959531,21.1894670999,0,1.6594158576,1.4180069494,1.9419234790000002,1.7924000903000001,1.5986577884000002,2.0096221388
APRE,BIME,0.25397214700000004,0.1476864862,0.436748501,0.1466362381,0.43987661100000003,3.61534958,0,,,,3.9374396435000003,2.2896700496,6.7710327735
BRODA,BIME,0.7962859166,0.7083064671,0.8951933809,0.7072156075,0.8965741907,16.7404828074,0,,,,1.2558303232,1.1170794743,1.4118152171
CERTO,BIME,0.4386664595,0.3247955849,0.5924596013,0.32351309910000003,0.5948082574,6.5215220697,0,,,,2.2796363349,1.68788812,3.0788425832
CICLO,BIME,0.2316208974,0.043104633,1.2446049612,0.0421609853,1.2724617259,1.1656456956,0,,,,4.3173997303,0.8034926174,23.1986455474
DEUCRAVA,BIME,0.4622641169,0.0653950276,3.2676507935,0.0637329148,3.3528689894,1.0022037311,0,,,,2.1632654656,0.3060412511,15.2911330037
ETA,BIME,0.3519169272,0.31017133280000003,0.3992810121,0.3096561798,0.39994526750000003,15.5222548583,0,,,,2.8415797099,2.5045075774,3.2240170965
FUM,BIME,0.14388895540000002,0.0649979188,0.3185337602,0.06432149350000001,0.3218835626,2.4663810617,0,,,,6.9498037385,3.1394305019,15.3848833331
GUSEL,BIME,0.7963784827,0.7329463269000001,0.8653003154000001,0.7321459066,0.866246307,23.6138665205,0,,,,1.2556843532,1.1556698957,1.3643543029
IFX,BIME,1.6559082875,0.6819424587,4.0209144067,0.6740245561,4.0681489007,2.2092979081,0,,,,0.6038981793,0.24870370290000002,1.4663754773
IXE,BIME,0.9974607617000001,0.9008063882,1.1044859186,0.8995985626,1.1059688315,19.2303046385,0,,,,1.0025457024,0.9054002917,1.1101143823
MTX,BIME,0.2293839504,0.0461538143,1.1400357153,0.0451898232,1.1643550017,1.2223889534,0,,,,4.3595029127,0.877191346,21.6660432555
NETA,BIME,0.1483457634,0.0669963246,0.3284727284,0.06629890890000001,0.3319280197,2.4656940575,0,,,,6.741008148,3.0444372398,14.925973923
PBO,BIME,0.0330507678,0.0277847558,0.0393148408,0.0277213473,0.0394047677,11.2931016462,0,25.5225794083,11.2382705012,57.9628386397,30.4987293715,25.5365405236,36.4251568224
RISAN,BIME,0.9497500283,0.8556522486,1.054195928,0.8544778315,1.0556448429,18.7856820328,0,,,,1.0529086288,0.9485920886,1.1686968444
SECU,BIME,0.8676180407,0.8144648936000001,0.9242400385,0.8137873425000001,0.9250095514000001,31.0027259483,0,1.1506702413,1.0696567331,1.2378195389,1.1583271588,1.020791833,1.3143931636000001
SONELO,BIME,0.8397582782,0.6648149515,1.0607372234,0.662773636,1.0640042504,8.3902187009,0,,,,1.1908188654,0.9427446030000001,1.5041715070000001
TILDRA,BIME,0.6133466539,0.4751589974,0.7917226022,0.4735648747,0.7943877132,7.6778198553,0,,,,1.6303993731,1.263074577,2.104548824
USK,BIME,0.624481489,0.5777803634,0.674957397,0.5771894666,0.6756483835,25.2161754767,0,1.7114341756,1.456743555,2.0106537815,1.5693581821,1.4361035309,1.7149774029
ADA,DEUCRAVA,1.2395504729,0.17534986700000002,8.7623982923,0.170893018,8.9909195397,1.0021880152,0,,,,0.8067440753,0.1141281079,5.7026793412
APRE,DEUCRAVA,0.5494091749000001,0.0727975019,4.1464395571,0.0708861224,4.2582445094,0.9697392695,0,,,,1.8201370595,0.24117972210000002,13.7362249478
BIME,DEUCRAVA,2.1632654656,0.3060302533,15.2916825198,0.2982520352,15.6904796003,1.0022037311,0,,,,0.4622641169,0.06539737770000001,3.2675333685
BRODA,DEUCRAVA,1.7225778242,0.24345875220000002,12.187996256,0.2372679484,12.5060058929,1.0017225283,0,,,,0.5805252953,0.0820508912,4.1073242924
CERTO,DEUCRAVA,0.9489520028,0.1317894141,6.8329456505,0.1284085753,7.0128486494,0.9928308897,0,,,,1.0537940771,0.1463550754,7.5875876093
CICLO,DEUCRAVA,0.5010574885,0.0384464223,6.5300902361,0.037168706100000004,6.7545694573,0.7634018311,0,,,,1.9957789735,0.1531444655,26.0089954839
ETA,DEUCRAVA,0.7612897354,0.1076208008,5.3852234619,0.1048844765,5.5257182062,1.0018400784,0,,,,1.3135603351,0.1856999913,9.2915499994
FUM,DEUCRAVA,0.31127000800000004,0.0382443228,2.5334222361,0.0372031792,2.6043209192,0.9348176450000001,0,,,,3.2126448875,0.3947381977,26.1466643812
GUSEL,DEUCRAVA,1.7227780692999999,0.24381945870000002,12.1727949504,0.2376237502,12.4901836372,1.002421464,0,,,,0.5804578186,0.0821533537,4.1012480194
IFX,DEUCRAVA,3.5821692127,0.42332145320000003,30.3125111431,0.41158620430000004,31.1767890483,0.9177783048,0,,,,0.2791604585,0.0329909732,2.3621783189
IXE,DEUCRAVA,2.1577724191,0.3052456294,15.2532300689,0.297487257,15.651029424,1.0021910728,0,,,,0.4634409038,0.0655622404,3.2759324546
MTX,DEUCRAVA,0.49621837830000004,0.0400443868,6.1489936226,0.038739272400000004,6.3561513586,0.7786962685000001,0,,,,2.0152417639,0.1626357602,24.971134042
NETA,DEUCRAVA,0.320911267,0.039425591,2.6121115418,0.0383522468,2.6852153388,0.934780224,0,,,,3.1161261783,0.38284679390000004,25.3632589184
PBO,DEUCRAVA,0.0714975845,0.0101928843,0.5015169862000001,0.009934825900000001,0.5145439514,1.0061736912,0,13.9864864866,1.994021783,98.1041460562,,,
RISAN,DEUCRAVA,2.0545614372,0.2905037613,14.5306989504,0.2831182679,14.9097503698,1.0019419436,0,,,,0.4867218774,0.0688222879,3.4421724888
SECU,DEUCRAVA,1.8768881449,0.265701042,13.2581682101,0.2589502086,13.6038087276,1.0025582279,0,,,,0.5327968013000001,0.0754279104,3.7634932463
SONELO,DEUCRAVA,1.8166200826,0.25389287380000003,12.9980352541,0.2474002959,13.3391454217,0.9960257887,0,,,,0.5504728311,0.0769374863,3.9385266174
TILDRA,DEUCRAVA,1.3268316348,0.1854281019,9.4941498555,0.18068616710000002,9.7433146983,0.9959947122,0,,,,0.7536751263,0.10533182810000001,5.3927308208
USK,DEUCRAVA,1.350919239,0.19121841150000002,9.5439700403,0.18635969700000002,9.7927975828,1.0024938225,0,,,,0.7402367004,0.1047819641,5.2294340646
ADA,NETA,3.8625956779,1.7443045466,8.5533488978,1.7261450394,8.6433324142,2.4654600453,0,,,,0.2588932633,0.1169149792,0.5732860091
APRE,NETA,1.7120283124,0.6657034661,4.4029227605,0.6574768571,4.4580138612999995,2.074974835,0,,,,0.5841024899,0.22712580070000002,1.502144264
BIME,NETA,6.741008148,3.0443927712,14.926191942700001,3.0127013714,15.08320449,2.4656940575,0,,,,0.1483457634,0.0669973032,0.3284679306
BRODA,NETA,5.3677698521,2.4186171552,11.912986362,2.3933671939,12.0386680565,2.4585540122,0,,,,0.18629710800000002,0.083943238,0.4134533442
CERTO,NETA,2.9570541778,1.2774777722000001,6.8448701031,1.2634408851,6.9209169292,2.3352629303,0,,,,0.3381743924,0.1460970636,0.7827804126
CICLO,NETA,1.5613583567,0.2470717899,9.8669294405,0.2411475559,10.1093287424,1.0631185867,0,,,,0.6404679590000001,0.1013520856,4.047269515
DEUCRAVA,NETA,3.1161261783,0.3828320437,25.3642361396,0.37240961110000004,26.0740917265,0.934780224,0,,,,0.320911267,0.03942711,2.6120109036
ETA,NETA,2.3722748739,1.0695055247,5.2619532552,1.0583479173,5.3174272704,2.4602934312,0,,,,0.42153631140000003,0.1900462795,0.9349978455
FUM,NETA,0.9699566206,0.32387713970000004,2.9048541265,0.31923407600000003,2.9471034474,1.7868748689,0,,,,1.0309739413,0.34425830430000004,3.0875283309
GUSEL,NETA,5.3683938411,2.4270254421,11.874474792600001,2.4017937498,11.9992203474,2.4689418588,0,,,,0.186275454,0.0842154794,0.4120209848
IFX,NETA,11.1624912587,3.4659377827,35.9502157605,3.4129831044,36.5080070097,1.675821092,0,,,,0.0895857364,0.027816842600000002,0.28851600110000003
IXE,NETA,6.7238911219,3.0364777976,14.8891955854,3.0048663869,15.0458309949,2.4655055693,0,,,,0.1487234076,0.0671637767,0.32932412450000004
MTX,NETA,1.5462790788,0.2626634718,9.1028226074,0.25660477,9.3177495883,1.1056373965,0,,,,0.6467137878,0.1098596137,3.8070288919
PBO,NETA,0.2227954949,0.1025678508,0.4839511811,0.1015257727,0.48891854,2.5266531329,0,4.4884210992,2.0663535774,9.749504724,,,
RISAN,NETA,6.4022726794,2.8877818369,14.1939723208,2.8576734571999998,14.3435196761,2.4618032494,0,,,,0.1561945344,0.07045347190000001,0.34628148070000003
SECU,NETA,5.848620282,2.6458717613,12.9281999618,2.6183875643,13.063902254,2.4709873782000003,0,,,,0.1709804966,0.07735141620000001,0.377941758
SONELO,NETA,5.6608173955000005,2.4825026429,12.9082857884,2.4557099977,13.0491196495,2.3777718615,0,,,,0.17665293370000001,0.0774707938,0.40281320800000003
TILDRA,NETA,4.1345747915,1.8129163851,9.4293972116,1.7933468531,9.5322935871,2.377349159,0,,,,0.2418628397,0.1060529244,0.5515890633
USK,NETA,4.2096348055,1.9038177317,9.3081521933,1.8840340018,9.4058945745,2.4700235649,0,,,,0.2375502974,0.1074342749,0.525252708
ADA,USK,0.9175607520000001,0.8366529011,1.0062927321,0.8356368348000001,1.0075163021,21.2329170609,0,,,,1.0898460922,0.9937483044000001,1.1952367611999999
APRE,USK,0.4066928348,0.2370712868,0.6976764841,0.23539294060000002,0.7026509011000001,3.6316653074,0,,,,2.4588581713,1.4333433043000001,4.2180986848
BIME,USK,1.6013284904,1.481574992,1.7307614855,1.4800597832,1.7325333498000002,25.2161754767,0,0.5843052653,0.4973506673,0.6864626218000001,0.6372031646,0.583098062,0.6963286271
BRODA,USK,1.2751153248,1.16734741,1.3928322257999999,1.1659912357,1.3944522408,22.1963965505,0,0.7873912326,0.7199801036,0.8611140086,0.6774831384000001,0.39444730450000004,1.1636114574
CERTO,USK,0.7024490994,0.5226260875000001,0.9441448657,0.5205955951,0.9478273382,6.6281899866,0,,,,1.4235906928,1.059165251,1.9134034642
CICLO,USK,0.370901142,0.0690701269,1.991709924,0.06755862730000001,2.0362707571,1.1661021874,0,,,,2.6961362121,0.5020966526,14.4775919862
DEUCRAVA,USK,0.7402367004,0.1047781998,5.2296219399,0.1021158654,5.3659670845,1.0024938225,0,,,,1.350919239,0.1912252813,9.543627171
ETA,USK,0.5635346018,0.5028366722000001,0.6315594407,0.5020828646000001,0.6325076394,17.1985151288,0,1.8020908273,1.4519667168,2.2366431076,1.7639936092,1.5425475091,2.0172302213
FUM,USK,0.2304134837,0.10422818290000001,0.5093667758,0.1031453855,0.5147139952,2.4707141954000003,0,,,,4.3400237867,1.9632504994,9.5941941565
GUSEL,USK,1.2752635535,1.1816770233,1.3762619556,1.1804919807,1.3776435228000001,25.7156325367,0,,,,0.7841516346,0.7266068763,0.8462537392
IFX,USK,2.6516531183,1.0934676795,6.430244251,1.0807905652,6.5056676898,2.2126160069,0,,,,0.3771232342,0.1555176193,0.9145068863
IXE,USK,1.5972623357,1.4623422362,1.74463057,1.4606443287,1.7466585937999999,22.2092034122,0,0.7105235099,0.6129798279,0.8235893503,0.5835700016,0.5227466697,0.6514703326
MTX,USK,0.367319055,0.0739584536,1.8243119156,0.0724143793,1.8632112771,1.2229154396,0,,,,2.7224288701,0.5481680202,13.5207065723
NETA,USK,0.2375502974,0.10743270840000001,0.5252603667,0.1063163096,0.5307759834,2.4700235649,0,,,,4.2096348055,1.9038454915,9.308016472
PBO,USK,0.0529251361,0.0447825577,0.062548237,0.0446841798,0.0626859447,11.7323354535,0,17.8596277209,12.9673251329,24.5976945176,19.2972410247,15.8650977399,23.471869967
RISAN,USK,1.520861779,1.3849166694,1.6701514264,1.3832105932,1.6722114205,20.9318601999,0,0.6047289295,0.5207695090000001,0.7022244426,0.6940454604,0.6154849995,0.7826333728
SECU,USK,1.3893414874,1.3126359736,1.4705293832000002,1.3116549765,1.4716292037,34.511553204,0,0.7153453453,0.667629789,0.7664711364,0.7291108084,0.6597936758,0.8057103159000001
SONELO,USK,1.3447288558000001,1.0663696950000001,1.69574933,1.0631188188,1.7009347063,8.4507408859,0,,,,0.7436443382,0.5897123143,0.9377570864
TILDRA,USK,0.9821694714,0.765255094,1.2605690287,0.7627452145,1.2647170408,7.8539915147,0,,,,1.0181542281,0.7932961725000001,1.3067478051
ADA,TILDRA,0.9342183592000001,0.7221704283,1.2085290515,0.7197270572000001,1.2126318359,7.6131571826,0,,,,1.0704135603,0.8274560959,1.3847081384
APRE,TILDRA,0.41407602930000004,0.23223596970000002,0.7382963038,0.23047471760000002,0.7439382498,3.3892699067,0,,,,2.4150154303,1.3544841296,4.3059194281
BIME,TILDRA,1.6303993731,1.2630686521,2.1045586961,1.2588311517,2.1116431,7.6778198553,0,,,,0.6133466539,0.4751612263,0.7917188883
BRODA,TILDRA,1.2982640592,0.9971066673000001,1.6903804004,0.9936483645,1.6962636157,7.4263364383,0,,,,0.7702593266000001,0.5915856865,1.0028968646
CERTO,TILDRA,0.7152015206,0.5011281641,1.0207233431,0.49878709920000003,1.0255141238,5.5102232715,0,,,,1.3982073181,0.9797037982000001,1.9954844598
CICLO,TILDRA,0.3776345659,0.0692893307,2.0581504248,0.06775981090000001,2.1046083737,1.1559084375,0,,,,2.6480626782,0.48588827430000003,14.4317867255
DEUCRAVA,TILDRA,0.7536751263,0.1053280194,5.392925827,0.10263447610000001,5.5344579849,0.9959947122,0,,,,1.3268316348,0.1854348072,9.4938065505
ETA,TILDRA,0.5737651375,0.45790071990000003,0.7189471838,0.4565430385,0.7210852105000001,8.6891852988,0,1.7603287909,1.3914641218,2.2269761782,1.5537335217,0.6992859559,3.4522184178
FUM,TILDRA,0.2345964626,0.1028871402,0.5349113618,0.1017768107,0.5407469533,2.3779649141,0,,,,4.2626388683,1.8694969243,9.7192404465
GUSEL,TILDRA,1.298414979,1.0106283749,1.6681517158,1.007300231,1.6736633287,7.8221035624,0,,,,0.7701697964,0.5994686184,0.9894788436
IFX,TILDRA,2.6997918339,1.0841935641,6.7228548366,1.071250071,6.8040844466,2.1483260896,0,,,,0.37039892760000004,0.148748826,0.9223290645000001
IXE,TILDRA,1.6262594005,1.2697762556,2.0828233526,1.2656468519000001,2.0896189437,7.9210538294,0,,,,0.6149080520000001,0.48011971130000003,0.7875367403
MTX,TILDRA,0.373987449,0.0741401124,1.8865173979,0.0725773985,1.9271373031,1.2111733033,0,,,,2.6738865242000003,0.5300930368,13.4875741576
NETA,TILDRA,0.2418628397,0.1060513178,0.5515974196,0.1049065465,0.5576166140000001,2.377349159,0,,,,4.1345747915,1.81294385,9.4292543628
PBO,TILDRA,0.0538859511,0.040758377000000005,0.0712416916,0.040608842400000005,0.071504026,7.0198459182,0,17.248088174,8.2601878793,36.0157117494,18.7872369966,13.8937094631,25.4043223593
RISAN,TILDRA,1.5484718507,1.1928673096,2.010085324,1.1887772546,2.0170011355,7.5122084192,0,,,,0.6457979843,0.4974937045,0.8383121892000001
SECU,TILDRA,1.4145639097,1.1026148251,1.8147688648,1.0990045198,1.8207305053,7.867163116,0,,,,0.7069316509,0.5510368826,0.9069308695
SONELO,TILDRA,1.3691413702,0.9788646882,1.9150226935,0.9745503951000001,1.9235004174,5.8412317455,0,,,,0.7303847665000001,0.522190243,1.0215853594
USK,TILDRA,1.0181542281,0.7932925348000001,1.3067537974,0.7906906982,1.3110537844999999,7.8539915147,0,,,,0.9821694714,0.7652586032,1.2605632482
ADA,SONELO,0.6823388582000001,0.5369138281,0.8671527776,0.5352223690000001,0.8698932337,8.1772704935,0,,,,1.4655474887,1.1532044066,1.862488063
APRE,SONELO,0.30243482390000004,0.1686078171,0.5424826934,0.16731590940000002,0.5466714017000001,3.3544963993,0,,,,3.3064975354,1.8433965703,5.9308594407
BIME,SONELO,1.1908188654,0.9427405562000001,1.5041779637000001,0.9398458696,1.50881077,8.3902187009,0,,,,0.8397582782,0.6648178053,1.0607326702
BRODA,SONELO,0.9482322917,0.7400376121000001,1.214998352,0.7376265222,1.2189698338000001,7.9064619198,0,,,,1.0545939099,0.8230501330000001,1.3512765141
CERTO,SONELO,0.5223722956,0.3604065862,0.7571249406,0.3586499849,0.7608331985,5.2809158499,0,,,,1.9143434835000002,1.3207949789,2.7746251547
CICLO,SONELO,0.2758185342,0.0506114779,1.5031346044,0.0494943068,1.5370629229000001,1.1559570153,0,,,,3.6255721637000002,0.6652971423,19.7577483465
DEUCRAVA,SONELO,0.5504728311,0.0769347044,3.9386690338,0.0749673212,4.0420323521,0.9960257887,0,,,,1.8166200826,0.25390205450000003,12.9975652645
ETA,SONELO,0.419069316,0.3258188905,0.5390083163,0.3247411229,0.5407972050000001,7.7872132311,0,,,,2.3862400845,1.855267525,3.0691755577
FUM,SONELO,0.1713456826,0.0751582174,0.3906338381,0.07434727420000001,0.39489467840000003,2.3783879452,0,,,,5.836155221,2.5599808449,13.3050635252
GUSEL,SONELO,0.9483425212000001,0.7510552894,1.1974531705,0.7487528087,1.2011354443,8.4034883055,0,,,,1.0544713304,0.8351093056000001,1.3314541928999999
IFX,SONELO,1.9718868281000002,0.7909040954000001,4.9163200514,0.7814493318,4.9758026588,2.1454308112,0,,,,0.5071284953,0.2034075847,1.2643545771
IXE,SONELO,1.1877950925,0.9337200275,1.5110066618,0.9307663825,1.5158016106,8.1436822388,0,,,,0.8418960529,0.6618133777,1.0709801097
MTX,SONELO,0.27315473560000003,0.054154852,1.3777806944,0.0530134364,1.4074452559,1.2112291875,0,,,,3.6609286597,0.725826497,18.4650170615
NETA,SONELO,0.17665293370000001,0.07746962040000001,0.40281930930000004,0.0766335222,0.4072142073,2.3777718615,0,,,,5.6608173955000005,2.482540245,12.9080902716
PBO,SONELO,0.0393574778,0.0297821927,0.052011316700000004,0.0296730968,0.0522025412,7.0307511252,0,65.2158273409,4.1250938053,1031.0321016944,25.1625815597,19.0136190903,33.3001049271
RISAN,SONELO,1.1309802511,0.8877057837000001,1.4409237294000001,0.8848799631,1.4455252483,8.0924972057,0,,,,0.8841887372,0.6940023473,1.1264943498
SECU,SONELO,1.0331759309,0.8250877976000001,1.2937441412,0.8226486012,1.2975801607,8.7148696131,0,0.9631599069000001,0.7688287259000001,1.2066107509,3.266404286,0.0937249681,113.8372962678
TILDRA,SONELO,0.7303847665000001,0.5221870234,1.0215916582,0.5198855124,1.026114201,5.8412317455,0,,,,1.3691413702,0.9788707236,1.9150108860000001
USK,SONELO,0.7436443382,0.589709801,0.937761083,0.5879120441,0.9406286319,8.4507408859,0,,,,1.3447288558000001,1.0663742396,1.6957421030000002
